Country or Area,Year,Sex,Reliability,Total,Urban,Urban Rate
Philippines,2020,Both Sexes,"Final figure, complete",109033245.0,58930729.0,0.5404840422753628
Philippines,2020,Both Sexes,"Final figure, incomplete/questionable reliability",108771978.0,,
Philippines,2021,Both Sexes,"Final figure, incomplete/questionable reliability",110198654.0,,
Philippines,2022,Both Sexes,"Final figure, incomplete/questionable reliability",111572254.0,,
Pitcairn,2019,Both Sexes,"Final figure, complete",44.0,,
Pitcairn,2020,Both Sexes,"Final figure, complete",46.0,,
Poland,2016,Both Sexes,"Final figure, complete",37961994.0,22872493.0,0.6025103159754991
Poland,2017,Both Sexes,"Final figure, complete",37967641.0,22859045.0,0.602066507107987
Poland,2018,Both Sexes,"Final figure, complete",37966477.5,22833502.0,0.6014121799948389
Poland,2019,Both Sexes,"Final figure, complete",37960476.0,22810189.0,0.6008931236794818
Poland,2020,Both Sexes,"Final figure, complete",37943936.5,22766789.0,0.6000112560804016
Poland,2021,Both Sexes,Provisional figure,37840001.0,,
Poland,2022,Both Sexes,Provisional figure,38057000.0,,
Portugal,2016,Both Sexes,"Final figure, complete",10333390.75,,
Portugal,2017,Both Sexes,"Final figure, complete",10304936.5,,
Portugal,2018,Both Sexes,"Final figure, complete",10287424.5,,
Portugal,2019,Both Sexes,"Final figure, complete",10281440.0,,
Portugal,2020,Both Sexes,"Final figure, complete",10296494.75,,
Portugal,2021,Both Sexes,"Final figure, complete",10298252.0,,
Puerto Rico,2016,Both Sexes,"Final figure, complete",3406672.0,,
Puerto Rico,2017,Both Sexes,"Final figure, complete",3325286.0,,
Puerto Rico,2018,Both Sexes,"Final figure, complete",3193354.0,,
Puerto Rico,2019,Both Sexes,"Final figure, complete",3193694.0,,
Puerto Rico,2020,Both Sexes,"Final figure, complete",3283706.0,,
Puerto Rico,2021,Both Sexes,"Final figure, complete",3263584.0,,
Qatar,2016,Both Sexes,"Final figure, complete",2617634.0,2617634.0,1.0
Qatar,2017,Both Sexes,"Final figure, complete",2724606.0,2724606.0,1.0
Qatar,2018,Both Sexes,"Final figure, complete",2760170.0,2760170.0,1.0
Qatar,2019,Both Sexes,"Final figure, complete",2799202.0,2799202.0,1.0
Qatar,2020,Both Sexes,"Final figure, complete",2839898.5,2833679.0,0.9978099569403625
Qatar,2021,Both Sexes,"Final figure, complete",2748162.0,2748162.0,1.0
Qatar,2022,Both Sexes,Provisional figure,2791925.0,,
Republic of Korea,2016,Both Sexes,"Final figure, complete",51165387.25,41583181.0,0.8127209278573377
Republic of Korea,2017,Both Sexes,"Final figure, complete",51296307.5,41606115.5,0.8110937712232016
Republic of Korea,2018,Both Sexes,"Final figure, complete",51442968.75,41644439.0,0.8095263553388917
Republic of Korea,2019,Both Sexes,"Final figure, complete",51551122.75,41685859.5,0.8086314570132228
Republic of Korea,2020,Both Sexes,"Final figure, complete",51671544.666666664,41886524.5,0.8106303918377151
Republic of Korea,2021,Both Sexes,"Final figure, complete",51539064.25,41701146.0,0.8091172512896371
Republic of Korea,2022,Both Sexes,"Final figure, complete",51443633.25,41750940.0,0.8115861451134966
Republic of Moldova,2016,Both Sexes,"Final figure, complete",2802170.0,,
Republic of Moldova,2017,Both Sexes,"Final figure, complete",2755158.0,,
Republic of Moldova,2018,Both Sexes,"Final figure, complete",2708214.0,,
Republic of Moldova,2019,Both Sexes,"Final figure, complete",2664974.0,,
Republic of Moldova,2020,Both Sexes,"Final figure, complete",2635130.0,1095528.0,0.41573964092853105
Republic of Moldova,2021,Both Sexes,Provisional figure,2606153.0,1100365.0,0.4222181122904143
Republic of Moldova,2022,Both Sexes,Provisional figure,2604000.0,,
Republic of South Sudan,2016,Both Sexes,"Final figure, complete",11425377.0,,
Republic of South Sudan,2017,Both Sexes,"Final figure, complete",11868209.0,,
Republic of South Sudan,2018,Both Sexes,"Final figure, complete",12323419.0,,
Reunion,2016,Both Sexes,"Final figure, complete",853108.0,,
Reunion,2017,Both Sexes,"Final figure, complete",854234.5,,
Reunion,2018,Both Sexes,"Final figure, complete",857273.5,,
Reunion,2019,Both Sexes,"Final figure, complete",860054.0,,
Reunion,2020,Both Sexes,"Final figure, complete",856858.0,,
Reunion,2021,Both Sexes,"Final figure, complete",866181.0,,
Reunion,2022,Both Sexes,Provisional figure,869993.0,,
Romania,2016,Both Sexes,"Final figure, complete",19706424.0,10586210.0,0.5371958910454784
Romania,2017,Both Sexes,"Final figure, complete",19618641.5,10521118.0,0.5362816788308201
Romania,2018,Both Sexes,"Final figure, complete",19507235.5,10487094.0,0.5376002150586637
Romania,2019,Both Sexes,"Final figure, complete",19395146.5,10456711.5,0.5391406298477818
Romania,2020,Both Sexes,"Final figure, complete",19328838.0,10456496.0,0.5409790283306218
Romania,2021,Both Sexes,"Final figure, complete",19201662.0,,
Romania,2022,Both Sexes,Provisional figure,19042455.0,,
Russian Federation,2016,Both Sexes,"Final figure, complete",146674500.0,,
Russian Federation,2017,Both Sexes,"Final figure, complete",146842400.0,,
Russian Federation,2018,Both Sexes,"Final figure, complete",146880432.0,,
Russian Federation,2019,Both Sexes,Provisional figure,146764700.0,,
Russian Federation,2020,Both Sexes,Provisional figure,146459800.0,,
Russian Federation,2021,Both Sexes,"Final figure, complete",147386361.5,110216738.0,0.7478082563290633
Russian Federation,2021,Both Sexes,Provisional figure,146864300.0,,
Rwanda,2016,Both Sexes,"Final figure, incomplete/questionable reliability",11533445.0,2214421.0,0.19199996185008036
Rwanda,2017,Both Sexes,"Final figure, incomplete/questionable reliability",11809300.0,2347098.0,0.19874996824536595
Rwanda,2018,Both Sexes,"Final figure, incomplete/questionable reliability",12089721.0,2484438.0,0.2055000276681323
Rwanda,2019,Both Sexes,"Final figure, incomplete/questionable reliability",12374397.0,2626466.0,0.2122500191322454
Rwanda,2020,Both Sexes,"Final figure, incomplete/questionable reliability",12663116.0,2773222.0,0.21899996809632005
Rwanda,2021,Both Sexes,"Final figure, incomplete/questionable reliability",12955763.0,2924764.0,0.2257500388051248
Rwanda,2022,Both Sexes,"Final figure, incomplete/questionable reliability",13252272.0,3081153.0,0.23249998188989782
Saint Barthélemy,2016,Both Sexes,"Final figure, complete",9877.0,,
Saint Barthélemy,2017,Both Sexes,"Final figure, complete",10043.0,,
Saint Barthélemy,2018,Both Sexes,"Final figure, complete",10165.5,,
Saint Barthélemy,2019,Both Sexes,"Final figure, complete",10373.0,,
Saint Barthélemy,2020,Both Sexes,Provisional figure,10541.0,,
Saint Barthélemy,2021,Both Sexes,Provisional figure,10705.5,,
Saint Barthélemy,2022,Both Sexes,Provisional figure,10826.0,,
Saint Helena ex. dep.,2016,Both Sexes,"Final figure, complete",4549.2,,
Saint Helena ex. dep.,2017,Both Sexes,"Final figure, complete",4413.0,,
Saint Helena ex. dep.,2018,Both Sexes,"Final figure, complete",4635.0,,
Saint Helena ex. dep.,2019,Both Sexes,"Final figure, complete",4407.5,,
Saint Helena ex. dep.,2020,Both Sexes,"Final figure, complete",4566.0,,
Saint Helena ex. dep.,2021,Both Sexes,"Final figure, complete",4458.0,,
Saint Helena ex. dep.,2022,Both Sexes,"Final figure, complete",4276.0,,
Saint Helena: Ascension,2016,Both Sexes,"Final figure, complete",681.0,,
Saint Helena: Tristan da Cunha,2016,Both Sexes,"Final figure, complete",282.0,,
Saint Lucia,2016,Both Sexes,"Final figure, complete",175819.20926859,,
Saint Lucia,2017,Both Sexes,"Final figure, complete",177301.075917631,,
Saint Lucia,2018,Both Sexes,"Final figure, complete",178695.661263816,,
Saint Lucia,2019,Both Sexes,"Final figure, complete",179994.567304613,,
Saint Lucia,2020,Both Sexes,"Final figure, complete",181191.542177354,,
Saint Lucia,2021,Both Sexes,"Final figure, complete",182279.0,,
Saint Lucia,2022,Both Sexes,"Final figure, complete",183250.54890679,,
Saint Pierre and Miquelon,2016,Both Sexes,"Final figure, complete",6003.0,,
Saint Pierre and Miquelon,2017,Both Sexes,"Final figure, complete",5991.0,,
Saint Pierre and Miquelon,2018,Both Sexes,"Final figure, complete",5980.0,,
Saint Pierre and Miquelon,2019,Both Sexes,"Final figure, complete",5950.0,,
Saint Vincent and the Grenadines,2016,Both Sexes,"Final figure, complete",110343.363636364,,
Saint Vincent and the Grenadines,2017,Both Sexes,"Final figure, complete",110431.454545455,,
Saint Vincent and the Grenadines,2018,Both Sexes,"Final figure, complete",110519.545454545,,
Saint Vincent and the Grenadines,2019,Both Sexes,"Final figure, complete",110607.636363636,,
Saint Vincent and the Grenadines,2020,Both Sexes,"Final figure, complete",110695.727272727,,
Saint Vincent and the Grenadines,2021,Both Sexes,"Final figure, complete",110783.818181818,,
Saint-Martin (French part),2016,Both Sexes,"Final figure, complete",36033.5,,
Saint-Martin (French part),2017,Both Sexes,"Final figure, complete",34699.5,,
Saint-Martin (French part),2018,Both Sexes,"Final figure, complete",33277.0,,
Saint-Martin (French part),2019,Both Sexes,"Final figure, complete",32145.0,,
Saint-Martin (French part),2020,Both Sexes,Provisional figure,32089.75,,
Saint-Martin (French part),2021,Both Sexes,Provisional figure,30128.5,,
Saint-Martin (French part),2022,Both Sexes,Provisional figure,29027.0,,
Samoa,2016,Both Sexes,"Final figure, complete",195979.0,37391.0,0.1907908500400553
Samoa,2016,Both Sexes,"Final figure, incomplete/questionable reliability",195398.0,37344.0,0.19111761635226562
Samoa,2017,Both Sexes,"Final figure, incomplete/questionable reliability",197320.4,37498.6,0.1900391444574408
Samoa,2018,Both Sexes,"Final figure, incomplete/questionable reliability",198951.8,37630.2,0.1891422947668732
Samoa,2019,Both Sexes,"Final figure, incomplete/questionable reliability",200583.7,37761.3,0.1882570717361381
Samoa,2020,Both Sexes,"Final figure, incomplete/questionable reliability",202215.6,37892.4,0.1873861363811694
Samoa,2021,Both Sexes,"Final figure, incomplete/questionable reliability",203845.0,38023.5,0.1865314331967917
Samoa,2021,Both Sexes,Provisional figure,200010.0,,
San Marino,2016,Both Sexes,"Final figure, complete",34085.0,34164.0,1.0023177350740795
San Marino,2017,Both Sexes,"Final figure, complete",34313.0,34359.0,1.001340599772681
San Marino,2018,Both Sexes,"Final figure, complete",34105.666666666664,34536.0,1.0126176490710244
San Marino,2019,Both Sexes,"Final figure, complete",34004.5,,
San Marino,2020,Both Sexes,"Final figure, complete",34154.5,,
San Marino,2021,Both Sexes,"Final figure, complete",34805.0,,
Sao Tome and Principe,2016,Both Sexes,"Final figure, incomplete/questionable reliability",193712.0,130798.0,0.6752188816387213
Sao Tome and Principe,2017,Both Sexes,"Final figure, incomplete/questionable reliability",197700.0,133748.0,0.6765199797673243
Sao Tome and Principe,2018,Both Sexes,"Final figure, incomplete/questionable reliability",201784.0,136775.0,0.677828767394838
Sao Tome and Principe,2019,Both Sexes,"Final figure, incomplete/questionable reliability",205965.0,139877.0,0.6791299492632243
Sao Tome and Principe,2020,Both Sexes,"Final figure, incomplete/questionable reliability",210240.0,143055.0,0.6804366438356164
Sao Tome and Principe,2021,Both Sexes,"Final figure, incomplete/questionable reliability",214610.0,146308.0,0.6817389683612134
Saudi Arabia,2016,Both Sexes,"Final figure, complete",31370889.0,,
Saudi Arabia,2017,Both Sexes,"Final figure, complete",31795100.5,,
Saudi Arabia,2018,Both Sexes,"Final figure, complete",31804970.5,,
Saudi Arabia,2019,Both Sexes,"Final figure, complete",32140984.0,,
Saudi Arabia,2020,Both Sexes,"Final figure, complete",31552510.0,,
Saudi Arabia,2020,Both Sexes,Provisional figure,35013414.0,,
Saudi Arabia,2021,Both Sexes,"Final figure, complete",30784383.0,,
Saudi Arabia,2021,Both Sexes,Provisional figure,34110821.0,,
Saudi Arabia,2022,Both Sexes,"Final figure, complete",32175224.0,,
Senegal,2016,Both Sexes,"Final figure, incomplete/questionable reliability",15028103.0,8063310.0,0.5365487580168967
Senegal,2017,Both Sexes,"Final figure, incomplete/questionable reliability",15491192.0,8274035.0,0.534112223255641
Senegal,2018,Both Sexes,"Final figure, incomplete/questionable reliability",15967581.0,8491954.0,0.5318247015624972
Senegal,2019,Both Sexes,"Final figure, incomplete/questionable reliability",16457367.0,8715606.0,0.5295869017200625
Senegal,2020,Both Sexes,"Final figure, incomplete/questionable reliability",16960525.2776212,7662191.92753545,0.4517661925038039
Senegal,2021,Both Sexes,"Final figure, incomplete/questionable reliability",17477118.9688286,7895571.49248374,0.45176619250380595
Senegal,2022,Both Sexes,"Final figure, incomplete/questionable reliability",17738795.0,,
Serbia,2016,Both Sexes,"Final figure, complete",7058322.0,4262256.0,0.6038625044309398
Serbia,2017,Both Sexes,"Final figure, complete",7030565.0,4256129.0,0.6053751014321039
Serbia,2018,Both Sexes,"Final figure, complete",6992024.0,4248451.0,0.6076139040712675
Serbia,2019,Both Sexes,"Final figure, complete",6954499.5,4240012.0,0.6096789567674855
Serbia,2020,Both Sexes,"Final figure, complete",6912915.5,4223866.0,0.6110107956621197
Serbia,2021,Both Sexes,"Final figure, complete",6871547.0,,
Seychelles,2016,Both Sexes,"Final figure, complete",94677.0,,
Seychelles,2017,Both Sexes,"Final figure, complete",95843.0,,
Seychelles,2018,Both Sexes,"Final figure, complete",96762.0,,
Seychelles,2019,Both Sexes,"Final figure, complete",97625.0,,
Seychelles,2020,Both Sexes,"Final figure, complete",98462.0,,
Seychelles,2021,Both Sexes,"Final figure, complete",99202.0,,
Sierra Leone,2016,Both Sexes,"Final figure, incomplete/questionable reliability",7296402.0,2990394.0,0.4098450167630566
Sierra Leone,2017,Both Sexes,"Final figure, incomplete/questionable reliability",7499486.0,3073627.0,0.40984502137879847
Sierra Leone,2018,Both Sexes,"Final figure, incomplete/questionable reliability",7701185.0,3156293.0,0.40984510825282083
Sierra Leone,2019,Both Sexes,"Final figure, incomplete/questionable reliability",7901454.0,3238372.0,0.4098450740838332
Sierra Leone,2020,Both Sexes,"Final figure, incomplete/questionable reliability",8100318.0,3319875.0,0.4098450208991795
Sierra Leone,2021,Both Sexes,"Final figure, incomplete/questionable reliability",8297882.0,3400846.0,0.4098450664880508
Sierra Leone,2022,Both Sexes,"Final figure, incomplete/questionable reliability",8494260.0,3481331.0,0.40984511893914244
Singapore,2016,Both Sexes,"Final figure, complete",4770421.0,,
Singapore,2017,Both Sexes,"Final figure, complete",4789024.5,,
Singapore,2018,Both Sexes,"Final figure, complete",4816479.5,,
Singapore,2019,Both Sexes,"Final figure, complete",4864889.0,,
Singapore,2020,Both Sexes,"Final figure, complete",4865008.5,,
Singapore,2021,Both Sexes,"Final figure, complete",4720204.0,,
Singapore,2022,Both Sexes,"Final figure, complete",4855130.5,,
Sint Maarten (Dutch part),2016,Both Sexes,"Final figure, complete",39410.0,,
Sint Maarten (Dutch part),2017,Both Sexes,"Final figure, complete",40535.0,,
Sint Maarten (Dutch part),2018,Both Sexes,"Final figure, complete",40614.0,,
Slovakia,2016,Both Sexes,"Final figure, complete",5428524.75,2925475.0,0.5389079233727359
Slovakia,2017,Both Sexes,"Final figure, complete",5437287.25,2921206.5,0.5372544001606684
Slovakia,2018,Both Sexes,"Final figure, complete",5444945.5,2915506.0,0.5354518240816184
Slovakia,2019,Both Sexes,"Final figure, complete",5452284.0,2909753.0,0.5336759787274471
Slovakia,2020,Both Sexes,"Final figure, complete",5457873.0,,
Slovakia,2021,Both Sexes,"Final figure, complete",5459781.0,,
Slovakia,2022,Both Sexes,Provisional figure,5432000.0,,
Slovenia,2016,Both Sexes,"Final figure, complete",2064214.5,1107409.0,0.5364796148849841
Slovenia,2017,Both Sexes,"Final figure, complete",2066028.0,1141453.0,0.5524867039556095
Slovenia,2018,Both Sexes,"Final figure, complete",2068465.0,1144936.0,0.5535196389593249
Slovenia,2019,Both Sexes,"Final figure, complete",2085109.0,1158571.0,0.55564049649203
Slovenia,2020,Both Sexes,"Final figure, complete",2097993.5,1163142.0,0.5544068654168852
Slovenia,2021,Both Sexes,"Final figure, complete",2108977.0,1167209.0,0.5534479513053011
Slovenia,2022,Both Sexes,Provisional figure,2107180.0,,
Solomon Islands,2016,Both Sexes,"Final figure, incomplete/questionable reliability",639157.490568759,,
Solomon Islands,2017,Both Sexes,"Final figure, incomplete/questionable reliability",652885.533733894,,
Solomon Islands,2018,Both Sexes,"Final figure, incomplete/questionable reliability",666557.000547089,,
Solomon Islands,2019,Both Sexes,"Final figure, incomplete/questionable reliability",680172.0,,
Solomon Islands,2020,Both Sexes,"Final figure, incomplete/questionable reliability",693814.0,,
Solomon Islands,2021,Both Sexes,"Final figure, incomplete/questionable reliability",707484.0,,
Solomon Islands,2022,Both Sexes,"Final figure, incomplete/questionable reliability",721177.0,,
South Africa,2016,Both Sexes,"Final figure, incomplete/questionable reliability",56020148.0,,
South Africa,2017,Both Sexes,"Final figure, incomplete/questionable reliability",56840036.0,,
South Africa,2018,Both Sexes,"Final figure, incomplete/questionable reliability",57673251.0,,
South Africa,2019,Both Sexes,"Final figure, incomplete/questionable reliability",58532857.0,,
South Africa,2020,Both Sexes,"Final figure, incomplete/questionable reliability",59352940.0,,
South Africa,2021,Both Sexes,"Final figure, incomplete/questionable reliability",59964917.0,,
South Africa,2022,Both Sexes,"Final figure, incomplete/questionable reliability",60604992.0,,
Spain,2016,Both Sexes,"Final figure, complete",46448133.6491885,,
Spain,2017,Both Sexes,"Final figure, complete",46532868.964071,,
Spain,2018,Both Sexes,"Final figure, complete",46693630.5026115,,
Spain,2019,Both Sexes,"Final figure, complete",47021209.1865765,,
Spain,2020,Both Sexes,"Final figure, complete",47344149.288422,,
Spain,2021,Both Sexes,"Final figure, complete",47362691.227202505,,
Sri Lanka,2016,Both Sexes,"Final figure, incomplete/questionable reliability",21209457.0,,
Sri Lanka,2017,Both Sexes,Provisional figure with questionable reliability,21444350.0,,
Sri Lanka,2018,Both Sexes,Provisional figure with questionable reliability,21669511.0,,
Sri Lanka,2019,Both Sexes,Provisional figure with questionable reliability,21802903.0,,
Sri Lanka,2020,Both Sexes,Provisional figure with questionable reliability,21919415.0,,
Sri Lanka,2021,Both Sexes,Provisional figure with questionable reliability,22155748.0,,
Sri Lanka,2022,Both Sexes,Provisional figure with questionable reliability,22180987.0,,
State of Palestine,2016,Both Sexes,"Final figure, incomplete/questionable reliability",4632025.0,,
State of Palestine,2017,Both Sexes,"Final figure, complete",4705855.00000023,4018941.99999996,0.8540301390501329
State of Palestine,2017,Both Sexes,"Final figure, incomplete/questionable reliability",4733357.0,,
State of Palestine,2018,Both Sexes,"Final figure, incomplete/questionable reliability",4854013.0,,
State of Palestine,2019,Both Sexes,"Final figure, incomplete/questionable reliability",4976684.0,,
State of Palestine,2020,Both Sexes,"Final figure, incomplete/questionable reliability",5101152.0,,
State of Palestine,2021,Both Sexes,"Final figure, incomplete/questionable reliability",5227193.0,,
State of Palestine,2022,Both Sexes,"Final figure, incomplete/questionable reliability",5354656.0,,
Sudan,2016,Both Sexes,"Final figure, complete",37489029.0,14269540.0,0.3806324244887751
Sudan,2017,Both Sexes,"Final figure, complete",38378441.0,,
Sudan,2018,Both Sexes,"Final figure, complete",39279651.0,,
Sudan,2019,Both Sexes,"Final figure, complete",43201806.0,,
Sudan,2020,Both Sexes,"Final figure, complete",44433485.0,,
Sudan,2021,Both Sexes,"Final figure, complete",45678376.0,,
Sudan,2022,Both Sexes,"Final figure, complete",46934522.0,,
Suriname,2016,Both Sexes,"Final figure, complete",575763.0,,
Suriname,2017,Both Sexes,"Final figure, complete",583200.0,386500.0,0.6627229080932785
Suriname,2018,Both Sexes,"Final figure, complete",590100.0,391200.0,0.6629384850025419
Suriname,2019,Both Sexes,"Final figure, complete",598000.0,396400.0,0.662876254180602
Suriname,2020,Both Sexes,"Final figure, complete",602500.0,397700.0,0.6600829875518672
Suriname,2021,Both Sexes,"Final figure, complete",616500.0,406800.0,0.6598540145985401
Sweden,2016,Both Sexes,"Final figure, complete",9887051.0,,
Sweden,2017,Both Sexes,"Final figure, complete",10026425.25,,
Sweden,2018,Both Sexes,"Final figure, complete",10120242.0,,
Sweden,2019,Both Sexes,"Final figure, complete",10230185.0,,
Sweden,2020,Both Sexes,"Final figure, complete",10327589.0,,
Sweden,2021,Both Sexes,"Final figure, complete",10379295.0,,
Sweden,2022,Both Sexes,Provisional figure,10457000.0,,
Switzerland,2016,Both Sexes,"Final figure, complete",8396444.0,7098999.0,0.845476847103369
Switzerland,2017,Both Sexes,"Final figure, complete",8467985.0,7191266.0,0.8492298935342941
Switzerland,2018,Both Sexes,"Final figure, complete",8525864.5,7227762.0,0.8477453518056732
Switzerland,2019,Both Sexes,"Final figure, complete",8606033.0,7297187.0,0.8479152938409602
Switzerland,2020,Both Sexes,"Final figure, complete",8670300.0,7352457.0,0.8480049133247984
Switzerland,2021,Both Sexes,"Final figure, complete",8738791.0,7406180.0,0.8475062511507598
Switzerland,2021,Both Sexes,Provisional figure,8696088.0,,
Tajikistan,2016,Both Sexes,"Final figure, incomplete/questionable reliability",8646973.0,2280367.0,0.26371852901587645
Tajikistan,2017,Both Sexes,"Final figure, incomplete/questionable reliability",8837002.0,2321759.0,0.2627315236547417
Tajikistan,2018,Both Sexes,"Final figure, incomplete/questionable reliability",8931200.0,2343000.0,0.26233876746685775
Tajikistan,2019,Both Sexes,"Final figure, incomplete/questionable reliability",9126560.0,2384777.0,0.261300752967164
Tajikistan,2020,Both Sexes,"Final figure, incomplete/questionable reliability",9313767.0,2438873.0,0.26185677610358943
Tajikistan,2021,Both Sexes,Provisional figure with questionable reliability,9547400.0,,
Tajikistan,2022,Both Sexes,Provisional figure with questionable reliability,9936553.5,,
Thailand,2016,Both Sexes,"Final figure, incomplete/questionable reliability",65013495.0,,
Thailand,2017,Both Sexes,"Final figure, incomplete/questionable reliability",65521660.3859367,32257097.3651962,0.4923119648555141
Thailand,2018,Both Sexes,"Final figure, incomplete/questionable reliability",66199900.0,36134800.0,0.5458437248394635
Thailand,2019,Both Sexes,"Final figure, incomplete/questionable reliability",66374300.0,37120900.0,0.559266161752365
Thailand,2020,Both Sexes,"Final figure, incomplete/questionable reliability",66534683.7556572,38081711.3295943,0.5723587936398112
Thailand,2021,Both Sexes,"Final figure, incomplete/questionable reliability",66679869.2338838,39013577.2189484,0.5850877883714176
Thailand,2022,Both Sexes,"Final figure, incomplete/questionable reliability",66808947.4909986,39913252.7131943,0.5974237615189485
Timor-Leste,2016,Both Sexes,"Final figure, incomplete/questionable reliability",1221133.0,,
Timor-Leste,2017,Both Sexes,"Final figure, incomplete/questionable reliability",1241506.0,,
Timor-Leste,2018,Both Sexes,"Final figure, incomplete/questionable reliability",1261407.0,,
Timor-Leste,2019,Both Sexes,"Final figure, incomplete/questionable reliability",1280743.0,,
Timor-Leste,2022,Both Sexes,Provisional figure,1340434.0,492752.0,0.3676063125823427
Togo,2016,Both Sexes,"Final figure, incomplete/questionable reliability",7092022.0,2918931.5,0.41157958900860714
Togo,2017,Both Sexes,"Final figure, incomplete/questionable reliability",7265286.0,3005419.0,0.41366836763205195
Togo,2018,Both Sexes,"Final figure, incomplete/questionable reliability",7440364.0,3092419.5,0.41562744779690886
Togo,2019,Both Sexes,"Final figure, incomplete/questionable reliability",7617279.0,3179804.0,0.41744617730294503
Togo,2020,Both Sexes,"Final figure, incomplete/questionable reliability",7796139.5,3267594.0,0.41912975005129144
Tokelau,2016,Both Sexes,"Final figure, complete",1392.0,,
Tokelau,2016,Both Sexes,"Final figure, incomplete/questionable reliability",1504.0,,
Tokelau,2017,Both Sexes,"Final figure, incomplete/questionable reliability",1502.0,,
Tokelau,2018,Both Sexes,"Final figure, incomplete/questionable reliability",1507.0,,
Tokelau,2019,Both Sexes,"Final figure, complete",1647.0,,
Tokelau,2020,Both Sexes,"Final figure, incomplete/questionable reliability",1506.0,,
Tokelau,2021,Both Sexes,"Final figure, incomplete/questionable reliability",1501.0,,
Tonga,2016,Both Sexes,"Final figure, complete",100458.5,23162.0,0.2305628692445139
Tonga,2017,Both Sexes,"Final figure, incomplete/questionable reliability",100555.98663898,22813.8,0.2268765964368386
Tonga,2018,Both Sexes,"Final figure, incomplete/questionable reliability",100460.989979235,22406.6,0.22303781800907374
Tonga,2019,Both Sexes,"Final figure, incomplete/questionable reliability",100365.99331949,21999.4,0.21919177275484558
Tonga,2020,Both Sexes,"Final figure, incomplete/questionable reliability",100270.996659745,21592.2,0.21533844002039776
Tonga,2021,Both Sexes,Provisional figure,100179.0,21185.0,0.21147146607572445
Tonga,2022,Both Sexes,"Final figure, incomplete/questionable reliability",100084.603340255,20777.8,0.20760236146775002
Trinidad and Tobago,2016,Both Sexes,"Final figure, complete",1353895.0,,
Trinidad and Tobago,2017,Both Sexes,"Final figure, complete",1356633.0,,
Trinidad and Tobago,2018,Both Sexes,"Final figure, complete",1359193.0,,
Trinidad and Tobago,2019,Both Sexes,"Final figure, complete",1363985.0,,
Trinidad and Tobago,2020,Both Sexes,"Final figure, complete",1366725.0,,
Trinidad and Tobago,2021,Both Sexes,"Final figure, complete",1367558.0,,
Tunisia,2016,Both Sexes,"Final figure, incomplete/questionable reliability",11292777.0,,
Tunisia,2017,Both Sexes,"Final figure, incomplete/questionable reliability",11418218.0,,
Tunisia,2018,Both Sexes,"Final figure, incomplete/questionable reliability",11532077.0,,
Tunisia,2019,Both Sexes,"Final figure, incomplete/questionable reliability",11638066.0,,
Tunisia,2020,Both Sexes,"Final figure, incomplete/questionable reliability",11726178.0,,
Tunisia,2021,Both Sexes,"Final figure, incomplete/questionable reliability",11783722.0,,
Åland Islands,2016,Both Sexes,"Final figure, complete",29099.0,11513.0,0.39564933502869515
Åland Islands,2017,Both Sexes,"Final figure, complete",29352.0,11621.0,0.39591850640501497
Åland Islands,2018,Both Sexes,"Final figure, complete",29638.0,11709.0,0.3950671435319522
Åland Islands,2019,Both Sexes,"Final figure, complete",29836.5,11711.0,0.3925058234042197
Åland Islands,2020,Both Sexes,"Final figure, complete",30005.5,11692.0,0.3896618953191915
Åland Islands,2021,Both Sexes,"Final figure, complete",30237.0,11724.0,0.3877368786585971
Åland Islands,2022,Both Sexes,"Final figure, complete",30351.5,11749.5,0.38711431066009916
